path,file_name,leaf_weight,img_path,meta_path,EC관측치_sum,최근분무량_sum,총추정광량_sum,백색광추정광량_sum,적색광추정광량_sum,청색광추정광량_sum,내부온도관측치_mean,내부온도관측치_min,내부습도관측치_mean,내부습도관측치_min,CO2관측치_mean,최근분무량_mean,true_pixel
CASE29,CASE29_04,326.903,data/train/CASE29/image/CASE29_04,data/train/CASE29/meta/CASE29_04,877.1019442081446,704.0855972222222,258496.97525,210236.35975,17847.018,30413.597500000003,23.225590234994844,19.2000007629394,82.00909719568054,40.3142856955528,517.161736111092,704.0855972222222,3989775
CASE29,CASE29_05,325.804,data/train/CASE29/image/CASE29_05,data/train/CASE29/meta/CASE29_05,565.1995619250027,610.9279861111112,258438.9465,210196.13645,17836.2618,30406.54825,22.841944329606118,18.6000003814697,81.79744150280989,38.2999992370605,513.7140624999068,610.9279861111112,4179693
CASE29,CASE29_06,343.533,data/train/CASE29/image/CASE29_06,data/train/CASE29/meta/CASE29_06,598.4388974662864,527.5835763888889,258454.25770000002,210234.8127,17838.744,30380.701,22.853645753859787,18.5,81.48463748667918,36.1299995481967,528.0245347222158,527.5835763888889,4317350
CASE29,CASE29_07,385.872,data/train/CASE29/image/CASE29_07,data/train/CASE29/meta/CASE29_07,1333.3434823751431,664.8759930555555,258416.3387,210227.07744999998,17801.511,30387.750250000005,23.164097103807617,19.1000003814697,81.21718756092885,52.2999992370605,539.8645833333334,664.8759930555555,4436388
CASE29,CASE29_08,418.81,data/train/CASE29/image/CASE29_08,data/train/CASE29/meta/CASE29_08,1056.3605853319164,562.3252430555556,258520.97225000002,210258.01844999997,17832.1248,30430.829,22.699861025810197,18.3999996185302,80.62611108885869,50.7000007629394,531.0222222222222,562.3252430555556,4580574
CASE68,CASE68_01,1.736,data/train/CASE68/image/CASE68_01,data/train/CASE68/meta/CASE68_01,2000.947729945176,741.1611874999999,0.0,0.0,0.0,0.0,33.17850681212209,28.6000003814697,40.09649306933081,28.7000007629394,468.721875,741.1611874999999,0
CASE68,CASE68_02,2.372,data/train/CASE68/image/CASE68_02,data/train/CASE68/meta/CASE68_02,2093.8818778395585,743.8899583333333,0.0,0.0,0.0,0.0,32.316979014211185,21.7999992370605,39.875416384802875,36.0,452.6361111111111,743.8899583333333,0
CASE68,CASE68_03,2.802,data/train/CASE68/image/CASE68_03,data/train/CASE68/meta/CASE68_03,2134.5619363188675,704.8469305555554,213233.8686,187876.84609999997,7810.656000000001,17546.3665,31.529305485884297,22.7999992370605,34.054687635103825,28.6000003814697,465.3208333333333,704.8469305555554,1
CASE68,CASE68_04,3.73,data/train/CASE68/image/CASE68_04,data/train/CASE68/meta/CASE68_04,2204.7796285152363,757.878236111111,213270.1248,213270.1248,0.0,0.0,29.029583152135167,24.1000003814697,34.153229233953645,28.6000003814697,475.4847222222222,757.878236111111,0
CASE68,CASE68_05,4.531,data/train/CASE68/image/CASE68_05,data/train/CASE68/meta/CASE68_05,2268.5030868053373,745.23125,213250.01314999998,213250.01314999998,0.0,0.0,27.986735977066843,25.3999996185302,39.83604160944617,36.2999992370605,484.7263888888889,745.23125,7
CASE68,CASE68_06,5.751,data/train/CASE68/image/CASE68_06,data/train/CASE68/meta/CASE68_06,2288.32817578315,730.59275,213251.56019999995,213251.56019999995,0.0,0.0,27.853958349757693,26.6000003814697,43.225486087799034,40.099998474121,465.3777777777778,730.59275,38
CASE68,CASE68_07,7.149,data/train/CASE68/image/CASE68_07,data/train/CASE68/meta/CASE68_07,2301.039557993405,719.7917291666666,213177.30180000002,213177.30180000002,0.0,0.0,27.815277667840277,26.3999996185302,50.19850704272584,47.0,465.4746527777778,719.7917291666666,101
CASE68,CASE68_08,8.322,data/train/CASE68/image/CASE68_08,data/train/CASE68/meta/CASE68_08,2305.64475154876,706.4972777777779,213231.44855,213231.44855,0.0,0.0,27.884097252951687,26.2999992370605,57.11604162322146,46.5,465.9111111111111,706.4972777777779,92
CASE68,CASE68_09,10.16,data/train/CASE68/image/CASE68_09,data/train/CASE68/meta/CASE68_09,2326.0236011743473,759.4973263888888,212877.17409999997,212877.17409999997,0.0,0.0,27.31749996079335,25.2999992370605,52.18375003072946,40.2999992370605,458.00069444444443,759.4973263888888,74
CASE68,CASE68_10,12.262,data/train/CASE68/image/CASE68_10,data/train/CASE68/meta/CASE68_10,2335.3513785004543,709.0154999999999,213293.33054999996,213293.33054999996,0.0,0.0,27.941180527210197,26.3999996185302,48.82541667885246,41.9000015258789,475.5833333333333,709.0154999999999,170
CASE68,CASE68_11,14.339,data/train/CASE68/image/CASE68_11,data/train/CASE68/meta/CASE68_11,2252.460054278367,764.2187361111111,213212.88395,213212.88395,0.0,0.0,31.43118033144204,27.7999992370605,47.77111108303066,40.2000007629394,484.0152777777778,764.2187361111111,251
CASE68,CASE68_12,17.861,data/train/CASE68/image/CASE68_12,data/train/CASE68/meta/CASE68_12,2288.190296769136,745.6463263888888,213220.61919999996,213220.61919999996,0.0,0.0,29.92347212235129,25.3999996185302,50.70555551846818,39.4000015258789,483.375,745.6463263888888,2546
CASE68,CASE68_13,23.027,data/train/CASE68/image/CASE68_13,data/train/CASE68/meta/CASE68_13,2362.130072116845,737.4824791666667,213369.136,213369.136,0.0,0.0,28.092152672343744,23.3999996185302,53.934930478201935,36.5,478.18819444444443,737.4824791666667,4179
CASE68,CASE68_14,27.305,data/train/CASE68/image/CASE68_14,data/train/CASE68/meta/CASE68_14,2357.16096055507,723.2592500000001,213296.42465,213296.42465,0.0,0.0,29.28840270307325,23.2999992370605,51.26930556297298,20.7000007629394,502.99861111111113,723.2592500000001,11757
CASE68,CASE68_15,32.41,data/train/CASE68/image/CASE68_15,data/train/CASE68/meta/CASE68_15,2403.2699227332996,711.2820555555555,213245.372,213245.372,0.0,0.0,28.510347232553652,23.8999996185302,53.835208209355635,27.5,487.00069444444443,711.2820555555555,5515
CASE68,CASE68_16,39.394,data/train/CASE68/image/CASE68_16,data/train/CASE68/meta/CASE68_16,2360.757233619683,763.3443958333335,213325.81859999997,213325.81859999997,0.0,0.0,30.496423528591745,27.3999996185302,52.9777082973056,36.2999992370605,492.7402777777778,763.3443958333335,26600
CASE68,CASE68_17,46.069,data/train/CASE68/image/CASE68_17,data/train/CASE68/meta/CASE68_17,2401.2532929181984,740.3111736111111,213301.06579999998,213301.06579999998,0.0,0.0,30.44131933715604,27.3999996185302,55.45465279155303,33.099998474121,507.04375,740.3111736111111,43958
CASE68,CASE68_18,55.564,data/train/CASE68/image/CASE68_18,data/train/CASE68/meta/CASE68_18,2579.9640934467243,738.7693333333332,213253.10725,213253.10725,0.0,0.0,27.679374900129062,22.3999996185302,54.480833401944864,30.6000003814697,479.1118055555556,738.7693333333332,35811
CASE68,CASE68_19,67.041,data/train/CASE68/image/CASE68_19,data/train/CASE68/meta/CASE68_19,2696.0593642890385,724.0772499999999,213246.91905,213246.91905,0.0,0.0,27.600833184189216,24.1000003814697,54.66236112117763,26.3999996185302,491.7482638888889,724.0772499999999,26446
CASE68,CASE68_20,80.652,data/train/CASE68/image/CASE68_20,data/train/CASE68/meta/CASE68_20,2281.5912809371885,712.6537500000001,213146.36079999997,213146.36079999997,0.0,0.0,27.758402656184252,24.6000003814697,53.92388884623841,18.7000007629394,503.7916666666667,712.6537500000001,43540
CASE68,CASE68_21,97.7,data/train/CASE68/image/CASE68_21,data/train/CASE68/meta/CASE68_21,2269.112982988351,765.7850972222222,213160.28425,213160.28425,0.0,0.0,28.501319368680278,25.8999996185302,55.107777828640366,37.099998474121,488.8048611111111,765.7850972222222,41469
CASE68,CASE68_22,118.717,data/train/CASE68/image/CASE68_22,data/train/CASE68/meta/CASE68_22,2417.586090803139,752.0530486111112,213226.8074,213226.8074,0.0,0.0,23.36548604832751,18.3999996185302,52.68187496264772,30.7999992370605,470.93402777777777,752.0530486111112,98030
CASE68,CASE68_23,146.281,data/train/CASE68/image/CASE68_23,data/train/CASE68/meta/CASE68_23,2433.282094240182,739.1604722222223,213356.7596,213356.7596,0.0,0.0,24.10909710195325,22.0,52.97076390451851,22.7000007629394,462.7625,739.1604722222223,43168
CASE68,CASE68_24,172.357,data/train/CASE68/image/CASE68_24,data/train/CASE68/meta/CASE68_24,2378.686037302011,662.1837083333334,213174.2077,213174.2077,0.0,0.0,24.369097150696607,21.3999996185302,52.094930542839855,34.099998474121,466.43541666666664,662.1837083333334,27955
CASE68,CASE68_25,228.559,data/train/CASE68/image/CASE68_25,data/train/CASE68/meta/CASE68_25,2250.487834572785,649.5456527777777,213130.89029999997,213130.89029999997,0.0,0.0,28.191736017333096,22.8999996185302,54.83743049303686,31.5,502.6222222222222,649.5456527777777,124785
CASE68,CASE68_26,261.068,data/train/CASE68/image/CASE68_26,data/train/CASE68/meta/CASE68_26,2352.2280572652753,766.8638888888889,213242.2779,213242.2779,0.0,0.0,27.78034711678819,22.2999992370605,55.11340275075697,26.8999996185302,528.6798611111111,766.8638888888889,156226
CASE68,CASE68_27,282.527,data/train/CASE68/image/CASE68_27,data/train/CASE68/meta/CASE68_27,2534.4895598888324,688.3466041666667,213243.82494999998,213243.82494999998,0.0,0.0,26.907361035876765,22.2999992370605,55.81986109150777,40.099998474121,495.00555555555553,688.3466041666667,18395
CASE68,CASE68_28,325.34,data/train/CASE68/image/CASE68_28,data/train/CASE68/meta/CASE68_28,2770.477411389344,739.596263888889,213316.53629999998,213316.53629999998,0.0,0.0,27.414235958788083,22.1000003814697,55.62465281486507,38.2000007629394,480.4895833333333,739.596263888889,977793
CASE03,CASE03_01,11.337,data/train/CASE03/image/CASE03_01,data/train/CASE03/meta/CASE03_01,1400.855948609,180.73293055555555,143752.476,0.0,143752.476,0.0,20.13145821273611,15.10000038,74.03305553323611,64.5,439.9548611111111,180.73293055555555,133
CASE03,CASE03_02,15.728,data/train/CASE03/image/CASE03_02,data/train/CASE03/meta/CASE03_02,1392.800079986,178.9187083333333,143762.4048,0.0,143762.4048,0.0,22.86729158129861,15.80000019,69.93749997608334,57.59999847,439.4194444444444,178.9187083333333,281
CASE03,CASE03_03,21.492,data/train/CASE03/image/CASE03_03,data/train/CASE03/meta/CASE03_03,1374.501855859,175.7425763888889,143605.1988,0.0,143605.1988,0.0,24.590763777263888,17.39999962,75.04409729384722,63.0,459.93958333333336,175.7425763888889,763
CASE03,CASE03_04,27.091,data/train/CASE03/image/CASE03_04,data/train/CASE03/meta/CASE03_04,1359.8974868569999,187.89606944444444,143574.58500000002,0.0,143574.58500000002,0.0,25.482638775416667,18.89999962,77.52381946234028,66.0,461.39444444444445,187.89606944444444,682
CASE03,CASE03_05,32.278,data/train/CASE03/image/CASE03_05,data/train/CASE03/meta/CASE03_05,1358.879659051,184.0322847222222,143720.2074,0.0,143720.2074,0.0,24.996735957527775,22.10000038,83.81479179593751,78.69999695,443.06041666666664,184.0322847222222,586
CASE27,CASE27_01,0.0,data/train/CASE27/image/CASE27_01,data/train/CASE27/meta/CASE27_01,1452.0005934238382,580.0842708333333,258423.38115000003,210210.0599,17797.374,30415.947250000005,24.113124940130405,18.1000003814697,70.41083312564425,62.9000015258789,551.9708333333333,580.0842708333333,0
CASE27,CASE27_02,0.148,data/train/CASE27/image/CASE27_02,data/train/CASE27/meta/CASE27_02,1456.6602942705103,508.9350208333334,258473.82844999997,210228.62449999998,17837.089200000002,30408.11475,23.962569299009065,18.2000007629394,68.45324725405337,60.4000015258789,542.3291666666667,508.9350208333334,0
CASE27,CASE27_03,0.514,data/train/CASE27/image/CASE27_03,data/train/CASE27/meta/CASE27_03,482.06414294940197,575.8342986111111,258437.47199999998,210185.30709999998,17835.434400000002,30416.7305,23.926180455419708,18.2999992370605,67.72313058641544,60.5,535.1847222222223,575.8342986111111,0
CASE27,CASE27_04,0.865,data/train/CASE27/image/CASE27_04,data/train/CASE27/meta/CASE27_04,72.85774938017124,516.6810972222222,258464.983,210236.35974999997,17834.607,30394.01625,23.82562487522756,17.3999996185302,66.35556250413008,59.2999992370605,534.3659722222222,516.6810972222222,0
CASE27,CASE27_05,1.252,data/train/CASE27/image/CASE27_05,data/train/CASE27/meta/CASE27_05,70.9371861815452,590.2751458333333,258428.78,210205.41874999998,17838.744,30384.617250000003,23.91694434483842,19.7999992370605,62.48340276612173,57.2000007629394,539.0229166666667,590.2751458333333,0
CASE41,CASE41_01,0.24,data/train/CASE41/image/CASE41_01,data/train/CASE41/meta/CASE41_01,1044.483449459076,718.9549814814815,36044.71795,36044.71795,0.0,0.0,31.7371055518099,30.700000762939453,55.48497216644004,38.70000076293945,435.291280148423,718.9549814814815,0
CASE41,CASE41_02,0.61,data/train/CASE41/image/CASE41_02,data/train/CASE41/meta/CASE41_02,2810.0155104398727,733.5137986111112,213140.1726,213140.1726,0.0,0.0,31.43152756558524,27.5,50.62215277353923,42.400001525878906,433.5625,733.5137986111112,0
CASE41,CASE41_03,0.871,data/train/CASE41/image/CASE41_03,data/train/CASE41/meta/CASE41_03,2808.455195903778,617.1208819444445,213318.08334999997,213318.08334999997,0.0,0.0,31.242499895890553,24.299999237060547,51.95041666560703,40.0,434.15069444444447,617.1208819444445,0
CASE41,CASE41_04,1.557,data/train/CASE41/image/CASE41_04,data/train/CASE41/meta/CASE41_04,2895.6911301612854,716.9009861111111,213186.58409999998,213186.58409999998,0.0,0.0,28.708402608500588,24.200000762939453,54.94326385656993,49.29999923706055,439.3923611111111,716.9009861111111,0
CASE41,CASE41_05,2.391,data/train/CASE41/image/CASE41_05,data/train/CASE41/meta/CASE41_05,2901.3744505643845,728.3254374999999,213231.44854999997,213231.44854999997,0.0,0.0,30.022916457388135,27.100000381469727,57.249236069785226,48.900001525878906,459.9291666666667,728.3254374999999,0
CASE41,CASE41_06,2.977,data/train/CASE41/image/CASE41_06,data/train/CASE41/meta/CASE41_06,2963.327443599701,715.0417222222222,213259.29544999998,213259.29544999998,0.0,0.0,26.542604039112728,24.100000381469727,58.08944448365106,50.70000076293945,459.9954861111111,715.0417222222222,1
CASE41,CASE41_07,4.088,data/train/CASE41/image/CASE41_07,data/train/CASE41/meta/CASE41_07,2959.4371744394302,702.7698194444445,213090.66699999996,213090.66699999996,0.0,0.0,28.488159590959548,24.299999237060547,57.86829862727059,47.09999847412109,457.86354166666666,702.7698194444445,0
CASE41,CASE41_08,5.977,data/train/CASE41/image/CASE41_08,data/train/CASE41/meta/CASE41_08,2989.843897342682,754.8428958333334,213195.86639999997,213195.86639999997,0.0,0.0,27.140138812859853,24.100000381469727,58.16152775552538,48.0,454.37083333333334,754.8428958333334,0
CASE41,CASE41_09,8.193,data/train/CASE41/image/CASE41_09,data/train/CASE41/meta/CASE41_09,2967.778821706772,742.0262291666667,213256.20135,213256.20135,0.0,0.0,29.434583229488798,27.89999961853028,59.023125031259326,51.70000076293945,450.8256944444444,742.0262291666667,27
CASE41,CASE41_10,11.181,data/train/CASE41/image/CASE41_10,data/train/CASE41/meta/CASE41_10,2962.940263748169,712.3862013888889,213188.13115,213188.13115,0.0,0.0,30.24506915807724,28.5,58.49819445874956,50.79999923706055,436.08680555555554,712.3862013888889,1215
CASE41,CASE41_11,16.232,data/train/CASE41/image/CASE41_11,data/train/CASE41/meta/CASE41_11,2974.3478984832764,714.2353125,213188.13114999997,213188.13114999997,0.0,0.0,30.432013863987393,28.299999237060547,58.03131949106852,49.79999923706055,436.58958333333334,714.2353125,3270
CASE41,CASE41_12,21.481,data/train/CASE41/image/CASE41_12,data/train/CASE41/meta/CASE41_12,3037.714124083519,766.8424166666667,213120.06094999996,213120.06094999996,0.0,0.0,28.563888918028937,27.600000381469727,58.19684028890398,50.09999847412109,451.96979166666665,766.8424166666667,11410
CASE41,CASE41_13,27.728,data/train/CASE41/image/CASE41_13,data/train/CASE41/meta/CASE41_13,3037.0269532203674,662.9570347222223,213279.40709999995,213279.40709999995,0.0,0.0,29.32736092408498,26.799999237060547,58.24013891485002,50.0,427.86006944444443,662.9570347222223,35306
CASE41,CASE41_14,35.671,data/train/CASE41/image/CASE41_14,data/train/CASE41/meta/CASE41_14,3079.0131466388702,674.7934930555556,166855.53290000005,116410.87134999999,30917.455799999996,19527.205749999994,28.401388829284244,26.5,58.000694436497156,46.09999847412109,429.21666666666664,674.7934930555556,62175
CASE41,CASE41_15,45.779,data/train/CASE41/image/CASE41_15,data/train/CASE41/meta/CASE41_15,3122.9647538661957,726.5893958333334,162121.44270000004,106486.54559999998,34125.285599999996,21509.61149999999,27.910208255714842,26.200000762939453,58.774166652891374,52.20000076293945,441.56944444444446,726.5893958333334,138314
CASE41,CASE41_16,60.008,data/train/CASE41/image/CASE41_16,data/train/CASE41/meta/CASE41_16,3160.2547154426575,713.1565208333334,161997.57585000005,106452.51049999999,34100.463599999995,21444.60174999999,28.263819404443105,26.89999961853028,59.833749959203935,54.900001525878906,444.4527777777778,713.1565208333334,195899
CASE41,CASE41_17,74.575,data/train/CASE41/image/CASE41_17,data/train/CASE41/meta/CASE41_17,3223.1943666934967,766.3369861111112,162040.12575,106505.1102,34102.945799999994,21432.06974999999,28.858020728826524,27.299999237060547,57.41618053913116,45.79999923706055,441.53784722222224,766.3369861111112,301213
CASE41,CASE41_18,92.388,data/train/CASE41/image/CASE41_18,data/train/CASE41/meta/CASE41_18,3363.1569170951843,752.0083958333332,162018.54115000003,106429.30475,34106.255399999995,21482.980999999992,29.23013888862398,27.700000762939453,57.37479163010915,47.29999923706055,435.06111111111113,752.0083958333332,491933
CASE41,CASE41_19,112.668,data/train/CASE41/image/CASE41_19,data/train/CASE41/meta/CASE41_19,3465.405280172825,720.7642083333334,161900.85665000003,106378.2521,34090.534799999994,21432.069749999995,28.78812483681573,26.700000762939453,57.901215284400514,49.400001525878906,430.33819444444447,720.7642083333334,692431
CASE41,CASE41_20,130.217,data/train/CASE41/image/CASE41_20,data/train/CASE41/meta/CASE41_20,3135.988440170884,708.1100972222223,161762.62485000002,106271.50564999999,34058.2662,21432.852999999992,27.86423592434989,26.299999237060547,59.44993047714233,50.79999923706055,439.3125,708.1100972222223,924973
CASE41,CASE41_21,159.44,data/train/CASE41/image/CASE41_21,data/train/CASE41/meta/CASE41_21,2765.396888311021,759.6276736111112,162089.27660000004,106481.90444999999,34093.844399999994,21513.527749999994,27.43229161898295,26.39999961853028,59.84645831982295,51.29999923706055,442.790625,759.6276736111112,1144971
CASE41,CASE41_22,199.63,data/train/CASE41/image/CASE41_22,data/train/CASE41/meta/CASE41_22,2913.5312753915787,617.2271388888889,162093.37840000002,106474.16919999999,34095.49919999999,21523.709999999992,27.94687489999665,26.89999961853028,60.26423614819844,54.29999923706055,453.45416666666665,617.2271388888889,1479595
CASE41,CASE41_23,230.42,data/train/CASE41/image/CASE41_23,data/train/CASE41/meta/CASE41_23,2883.0509630441666,668.8644236111111,162087.8923,106458.6987,34121.14859999999,21508.044999999995,28.36888886027866,27.5,60.91934028863907,52.900001525878906,457.44895833333334,668.8644236111111,1831045
CASE41,CASE41_24,270.83,data/train/CASE41/image/CASE41_24,data/train/CASE41/meta/CASE41_24,2899.395956635475,718.7477083333333,162060.01140000002,106522.12774999999,34097.98139999999,21439.902249999992,27.974687437216442,26.89999961853028,61.22951385709975,55.20000076293945,453.2576388888889,718.7477083333333,2303783
CASE41,CASE41_25,298.564,data/train/CASE41/image/CASE41_25,data/train/CASE41/meta/CASE41_25,2940.9403285980225,705.6631249999999,162023.78370000003,106489.6397,34101.291,21432.852999999992,27.88930539422565,27.100000381469727,60.528472235467696,54.5,434.3722222222222,705.6631249999999,2485073
CASE41,CASE41_26,336.041,data/train/CASE41/image/CASE41_26,data/train/CASE41/meta/CASE41_26,3116.815890312195,752.3912638888888,162131.48725000003,106483.4515,34121.975999999995,21526.059749999997,28.202361041969723,27.39999961853028,60.3299999528461,51.09999847412109,447.15555555555557,752.3912638888888,2903429
CASE41,CASE41_27,360.455,data/train/CASE41/image/CASE41_27,data/train/CASE41/meta/CASE41_27,2287.3307892447338,746.4502708333334,162047.7881,106430.8518,34082.2608,21534.67549999999,28.341458290153078,27.799999237060547,61.393888897366,56.70000076293945,447.7923611111111,746.4502708333334,3409910
CASE46,CASE46_01,1.489,data/train/CASE46/image/CASE46_01,data/train/CASE46/meta/CASE46_01,2204.7609896659783,123.1960972222222,258402.5842,210188.4012,17842.881,30371.302000000003,24.619166526529483,21.1000003814697,56.538541637526585,42.2000007629394,546.8923611111111,123.1960972222222,0
CASE46,CASE46_02,2.717,data/train/CASE46/image/CASE46_02,data/train/CASE46/meta/CASE46_02,2227.7681119441913,123.6368402777778,258522.54305000004,210267.30075,17819.713799999998,30435.528500000004,24.201527688238315,20.6000003814697,57.20819447835282,36.7000007629394,536.2416666666667,123.6368402777778,0
CASE46,CASE46_03,3.857,data/train/CASE46/image/CASE46_03,data/train/CASE46/meta/CASE46_03,2240.937930345529,128.81970833333332,258403.74259999997,210135.8015,17866.8756,30401.065500000004,23.390277681748028,19.6000003814697,59.11069445874953,46.9000015258789,533.3770833333333,128.81970833333332,0
CASE46,CASE46_04,5.222,data/train/CASE46/image/CASE46_04,data/train/CASE46/meta/CASE46_04,2243.7659071683825,113.39531944444443,258456.21045,210208.51285,17854.4646,30393.233,23.061110976007203,19.2999992370605,60.9804167323642,49.9000015258789,540.3055555555555,113.39531944444443,0
CASE46,CASE46_05,7.422,data/train/CASE46/image/CASE46_05,data/train/CASE46/meta/CASE46_05,2226.989780306809,115.19350694444444,258415.25845000002,210188.40119999996,17801.511,30425.346250000002,23.549861008591076,19.2999992370605,62.53736111587946,49.2999992370605,552.7173611111111,115.19350694444444,0
CASE46,CASE46_06,9.319,data/train/CASE46/image/CASE46_06,data/train/CASE46/meta/CASE46_06,2204.781759023659,126.81563194444443,258513.13174999997,210259.5655,17847.018,30406.548250000003,23.985416589842863,20.2999992370605,69.87013897101082,56.2999992370605,544.5277777777778,126.81563194444443,0
CASE46,CASE46_07,11.812,data/train/CASE46/image/CASE46_07,data/train/CASE46/meta/CASE46_07,2199.780553460114,125.40774999999998,258356.7593,210123.4251,17849.500200000002,30383.834000000003,23.749583253595517,20.0,69.73368044959172,58.2000007629394,529.0736111111111,125.40774999999998,22
CASE46,CASE46_08,14.825,data/train/CASE46/image/CASE46_08,data/train/CASE46/meta/CASE46_08,2172.3536713123253,124.41960416666666,258388.76220000003,210248.73614999995,17774.2068,30365.81925,23.858055452505706,19.5,66.90972232553692,33.9000015258789,587.25,124.41960416666666,294
CASE46,CASE46_09,18.405,data/train/CASE46/image/CASE46_09,data/train/CASE46/meta/CASE46_09,2143.294997453683,110.23365277777778,258472.58700000003,210225.5304,17813.0946,30433.962,23.952986005941987,20.2999992370605,70.58305559423232,36.2000007629394,600.0527777777778,110.23365277777778,702
CASE46,CASE46_10,24.189,data/train/CASE46/image/CASE46_10,data/train/CASE46/meta/CASE46_10,2116.8789497613825,115.26627083333331,258522.40190000003,210321.44749999998,17785.7904,30415.164,23.721458224455475,19.7999992370605,73.46777774757807,59.2999992370605,528.7611111111111,115.26627083333331,1217
CASE46,CASE46_11,31.241,data/train/CASE46/image/CASE46_11,data/train/CASE46/meta/CASE46_11,2060.0489574670714,114.86934722222222,258417.47979999997,210151.27199999997,17819.713799999998,30446.494,23.877361022101464,20.2999992370605,76.18569440841672,61.4000015258789,521.6204861111111,114.86934722222222,2612
CASE46,CASE46_12,43.005,data/train/CASE46/image/CASE46_12,data/train/CASE46/meta/CASE46_12,2008.590134978288,126.86474999999999,258688.50040000002,210428.19395,17841.226199999997,30419.080250000003,23.661527747578052,20.2999992370605,77.78208325174117,63.9000015258789,530.8340277777778,126.86474999999999,2512
CASE46,CASE46_13,56.758,data/train/CASE46/image/CASE46_13,data/train/CASE46/meta/CASE46_13,1950.6790287494591,131.01167361111112,258345.44919999997,210141.98969999998,17818.059,30385.4005,23.79236098130539,20.2000007629394,79.33444442749021,68.6999969482421,508.5375,131.01167361111112,14383
CASE46,CASE46_14,71.147,data/train/CASE46/image/CASE46_14,data/train/CASE46/meta/CASE46_14,1853.4121134281097,129.26889583333332,258429.13465000002,210233.26565,17793.237,30402.631999999998,24.65159712102674,20.3999996185302,78.29513895511626,62.9000015258789,561.1805555555555,129.26889583333332,60301
CASE58,CASE58_01,0.291,data/train/CASE58/image/CASE58_01,data/train/CASE58/meta/CASE58_01,2342.925462365143,115.85844444444443,258636.26955000003,210398.8,17794.8918,30442.57775,24.69118045568462,21.2999992370605,52.37194436391191,38.2000007629394,450.75694444444446,115.85844444444443,0
CASE58,CASE58_02,0.875,data/train/CASE58/image/CASE58_02,data/train/CASE58/meta/CASE58_02,2343.085735917084,114.34966666666664,258557.83714999998,210315.25929999998,17817.2316,30425.346250000002,24.6943054232332,21.5,54.3884027322133,32.5,452.8440972222222,114.34966666666664,0
CASE58,CASE58_03,1.437,data/train/CASE58/image/CASE58_03,data/train/CASE58/meta/CASE58_03,2346.7666130065845,126.01017361111109,258525.1911,210273.48894999997,17856.1194,30395.58275,24.728819346427876,21.3999996185302,54.495902766121716,40.2000007629394,448.71319444444447,126.01017361111109,0
CASE58,CASE58_04,1.813,data/train/CASE58/image/CASE58_04,data/train/CASE58/meta/CASE58_04,2364.7994030713962,123.07963194444443,258362.84740000003,210155.91314999998,17809.784999999996,30397.149250000002,24.359583254655156,21.1000003814697,55.18916676574279,34.0,441.0826388888889,123.07963194444443,0
CASE58,CASE58_05,2.483,data/train/CASE58/image/CASE58_05,data/train/CASE58/meta/CASE58_05,2377.0409260392116,127.74006249999998,258408.1351,210183.76004999998,17799.0288,30425.346250000006,23.647430506017432,19.8999996185302,56.740069476763374,44.0,438.0576388888889,127.74006249999998,0
CASE58,CASE58_06,3.719,data/train/CASE58/image/CASE58_06,data/train/CASE58/meta/CASE58_06,2383.680967688553,116.35228472222221,258354.26135000002,210114.14279999997,17844.5358,30395.582750000005,23.194513791137233,19.6000003814697,58.440763812594916,46.4000015258789,444.91319444444446,116.35228472222221,0
CASE58,CASE58_07,4.985,data/train/CASE58/image/CASE58_07,data/train/CASE58/meta/CASE58_07,2374.4468996524743,116.44920138888887,258335.37649999998,210141.9897,17790.7548,30402.632000000005,23.693749911255267,19.5,59.796805577807916,45.0,455.9125,116.44920138888887,42
CASE58,CASE58_08,7.0,data/train/CASE58/image/CASE58_08,data/train/CASE58/meta/CASE58_08,2364.001704573624,126.48881250000001,258478.1386,210227.07744999998,17814.7494,30436.31175,24.11611100832617,20.6000003814697,67.36124991046056,53.5,449.13506944444447,126.48881250000001,37
CASE58,CASE58_09,8.732,data/train/CASE58/image/CASE58_09,data/train/CASE58/meta/CASE58_09,2361.066659927361,125.55605555555556,258437.06295000002,210197.68349999998,17845.3632,30394.016250000004,23.939583222071285,20.2999992370605,66.20340264108444,53.7999992370605,437.33194444444445,125.55605555555556,36
CASE58,CASE58_10,10.727,data/train/CASE58/image/CASE58_10,data/train/CASE58/meta/CASE58_10,2343.407192945474,123.94723611111108,258471.56820000004,210268.8478,17818.886400000003,30383.834,24.034305469195008,19.7999992370605,63.6854165739483,49.9000015258789,497.9423611111111,123.94723611111108,115
CASE58,CASE58_11,13.95,data/train/CASE58/image/CASE58_11,data/train/CASE58/meta/CASE58_11,2326.061435282223,108.1930208333333,258651.59040000002,210377.14129999996,17842.0536,30432.3955,24.10263882478074,20.6000003814697,66.94340273274314,35.4000015258789,509.7472222222222,108.1930208333333,109
CASE58,CASE58_12,17.931,data/train/CASE58/image/CASE58_12,data/train/CASE58/meta/CASE58_12,2311.5106041431363,107.6200486111111,258409.53825,210244.09499999997,17780.826,30384.617250000003,23.820208238230762,20.1000003814697,68.62402787208555,42.2999992370605,443.5173611111111,107.6200486111111,1591
